country,iso3,year,gdp_per_capita_constant_2015_usd,population_density_per_km2,urbanization_percent,passenger_cars_per_1000,motorization_source
Sweden,SWE,1977,27116.3390871045,20.2571465536013,82.8988670650371,,
Sweden,SWE,1978,27511.0807850431,20.3162102785464,82.9905429060001,,
Sweden,SWE,1979,28505.2342759779,20.3605933818874,83.0565715889195,,
Sweden,SWE,1980,28931.0264163728,20.4019667123043,83.0882867174939,,
Sweden,SWE,1981,29027.7824143923,20.4264475080627,83.0927983883441,,
Sweden,SWE,1982,29373.4380991971,20.4381330864632,83.0944598230235,,
Sweden,SWE,1983,29918.1729235917,20.4473882609527,83.095487090311,,
Sweden,SWE,1984,31155.2490743847,20.465977168442,83.0966927900602,,
Sweden,SWE,1985,31775.7912577093,20.4998088818743,83.098679811213,,
Sweden,SWE,1986,32555.1791684435,20.5475405417149,83.111717825664,,
Sweden,SWE,1987,33534.9428309982,20.6162178643525,83.1592581308537,,
Sweden,SWE,1988,34235.4074821733,20.7111877383913,83.2321207888848,,
Sweden,SWE,1989,34910.5951930064,20.8498312342254,83.3183773224841,,
Sweden,SWE,1990,34903.3480401006,21.0115414726333,83.4041730411294,,
Sweden,SWE,1991,34268.9743998346,21.1552544473323,83.4950691325043,,
Sweden,SWE,1992,33673.8489875564,21.2797009473911,83.6078889853357,,
Sweden,SWE,1993,32787.2810455518,21.4036613666677,83.7269008050895,,
Sweden,SWE,1994,33862.4221711967,21.556320191722,83.8312298868944,409.3,OECD/ITF
Sweden,SWE,1995,35064.4138802129,21.669724311183,83.9000015258789,411.35,OECD/ITF
Sweden,SWE,1996,35605.4537507466,21.7042385016732,83.9365712484942,413.41,OECD/ITF
Sweden,SWE,1997,36675.7506543343,21.7166703859211,83.96246905017,418.6,OECD/ITF
Sweden,SWE,1998,38211.7233090832,21.7287291172454,83.9840819295031,428.43,OECD/ITF
Sweden,SWE,1999,39786.0271902555,21.7456682960193,84.00779688509,439.16,OECD/ITF
Sweden,SWE,2000,41561.7747635857,21.7806145583158,84.0400009155273,450.74,OECD/ITF
Sweden,SWE,2001,42014.4022302506,21.8391676529442,84.0827152824223,451.78,OECD/ITF
Sweden,SWE,2002,42831.7584103774,21.9103563929565,84.1342508376823,452.98,OECD/ITF
Sweden,SWE,2003,43475.3655433221,21.9920351490414,84.1954289653543,454.94,OECD/ITF
Sweden,SWE,2004,45114.6701230708,22.0786999155742,84.2670710494849,457.38,OECD/ITF
Sweden,SWE,2005,46189.6828420555,22.1671788927031,84.3499984741211,460.01,OECD/ITF
Sweden,SWE,2006,48078.3520110084,22.2922170365422,84.4553200620359,462.8,OECD/ITF
Sweden,SWE,2007,49262.152916545,22.4581399750626,84.5906875454778,465.5,OECD/ITF
Sweden,SWE,2008,48428.6587081751,22.6337796193202,84.7517366727063,464.12,OECD/ITF
Sweden,SWE,2009,45974.3911151254,22.8274214371936,84.9341031919813,462.52,OECD/ITF
Sweden,SWE,2010,48205.5492512742,23.0228627359425,85.1334228515625,462.27,OECD/ITF
Sweden,SWE,2011,49356.5905257047,23.1973780115221,85.3600748880524,465.79,OECD/ITF
Sweden,SWE,2012,48789.7906883637,23.3696200002111,85.6250668883122,467.17,OECD/ITF
Sweden,SWE,2013,48928.4994141291,23.5684835040631,85.9249771259894,468.26,OECD/ITF
Sweden,SWE,2014,49557.6183647959,23.8034986523533,86.2563838747314,472.92,OECD/ITF
Sweden,SWE,2015,51188.1652120493,24.0582617728817,86.6158654081858,476.47,OECD/ITF
Sweden,SWE,2016,51626.3235312369,24.362449750883,87.0,480.5,OECD/ITF
Sweden,SWE,2017,51894.3748177808,24.6929419766692,87.237373786911,481.78,OECD/ITF
Sweden,SWE,2018,52203.0872589761,24.9814588688378,87.4737430925296,478.69,OECD/ITF
Sweden,SWE,2019,53024.4099494317,25.2378879395011,87.7088420242759,475.53,OECD/ITF
Sweden,SWE,2020,51624.5811789573,25.4209438224317,87.9424046895699,477.53,OECD/ITF
Sweden,SWE,2021,53997.1337068799,25.5740792575133,88.1741651958315,478.77,OECD/ITF
Sweden,SWE,2022,54304.1877501033,25.7487256923983,88.4038576504809,474.93,OECD/ITF
Sweden,SWE,2023,53937.7967122429,25.8713678886243,88.631216160938,472.37,OECD/ITF
Sweden,SWE,2024,54316.2619329718,,88.8559748346228,470.95,OECD/ITF
United States,USA,1970,25231.1271587521,22.3881314035655,73.4952537807929,,
United States,USA,1971,25734.4828317751,22.6729890729952,73.5330324597265,,
United States,USA,1972,26798.5336106847,22.9170124118896,73.5628076749457,,
United States,USA,1973,28042.5519181903,23.1367971909474,73.5855186931405,,
United States,USA,1974,27637.2997756103,23.3491575462716,73.6035786053068,,
United States,USA,1975,27309.8688183059,23.5805156917379,73.6194005024406,,
United States,USA,1976,28509.1430593189,23.8056504231922,73.6353974755378,,
United States,USA,1977,29528.9663682275,24.0462890983256,73.6539826155944,,
United States,USA,1978,30834.9992322862,24.3024317171382,73.6775690136064,,
United States,USA,1979,31462.1003882108,24.5721129909946,73.7085697605697,,
United States,USA,1980,31081.6216322106,24.8090394542612,73.7506044021808,,
United States,USA,1981,31559.1293376105,25.0537178893674,73.8139615156658,,
United States,USA,1982,30696.0834382608,25.293701468289,73.9035480290863,,
United States,USA,1983,31810.9216076638,25.526042258073,74.0163473769595,,
United States,USA,1984,33818.823551545,25.7480106911702,74.1500514363544,,
United States,USA,1985,34918.1302039172,25.9771851825972,74.30235208434,,
United States,USA,1986,35794.8877746784,26.2183697712404,74.4709411979853,,
United States,USA,1987,36701.9453874612,26.4537676766794,74.6535106543594,,
United States,USA,1988,37889.3773459827,26.6950614480247,74.8477523305311,,
United States,USA,1989,38911.5418959959,26.9483653165862,75.0513581035696,,
United States,USA,1990,39200.0658091762,27.2545136128993,75.2685508261939,,
United States,USA,1991,38637.8398179104,27.6211491261017,75.543016838308,,
United States,USA,1992,39447.9472850606,28.0068916121481,75.8943317611462,,
United States,USA,1993,40002.4762253198,28.3786587123429,76.2998113365493,644.0,UNECE/US DOT FHWA
United States,USA,1994,41106.9881833481,28.7288076375484,76.7405657773027,725.0,UNECE/US DOT FHWA
United States,USA,1995,41710.8207256668,29.0729515141457,77.1977052961919,729.0,UNECE/US DOT FHWA
United States,USA,1996,42783.8165724095,29.4131648134723,77.6523401060025,738.0,UNECE/US DOT FHWA
United States,USA,1997,44151.6860410035,29.7694279699879,78.0855804195199,733.0,UNECE/US DOT FHWA
United States,USA,1998,45596.4306879224,30.1184850681737,78.4785364495296,735.0,UNECE/US DOT FHWA
United States,USA,1999,47234.2455290381,30.4663411566379,78.812318408817,743.0,UNECE/US DOT FHWA
United States,USA,2000,48616.2546282435,30.7973013298523,79.0740897861327,752.0,UNECE/US DOT FHWA
United States,USA,2001,48597.4246124122,31.1036283879362,79.3086223667912,776.0,UNECE/US DOT FHWA
United States,USA,2002,48967.3661217576,31.3935499327652,79.5461039768657,766.0,UNECE/US DOT FHWA
United States,USA,2003,49905.5233080788,31.6645346171981,79.7773350255284,765.0,UNECE/US DOT FHWA
United States,USA,2004,51348.3473386025,31.9589450682826,79.9960936968363,778.0,UNECE/US DOT FHWA
United States,USA,2005,52649.5713060461,32.2548765979183,80.1961581748464,783.0,UNECE/US DOT FHWA
United States,USA,2006,53596.315236412,32.5673998463204,80.3713066436159,461.0,UNECE/US DOT FHWA
United States,USA,2007,54152.8292673551,32.8786113609374,80.5153172872016,459.0,UNECE/US DOT FHWA
United States,USA,2008,53703.962897927,33.2436868537795,80.6219682896606,458.0,UNECE/US DOT FHWA
United States,USA,2009,51863.6183416558,33.5363992251367,80.6850378350499,631.0,UNECE/US DOT FHWA
United States,USA,2010,52812.6829869279,33.8213646033526,80.6997744673366,614.0,UNECE/US DOT FHWA
United States,USA,2011,53215.5362314388,34.0904277927547,80.6957554256024,402.0,UNECE/US DOT FHWA
United States,USA,2012,54000.8410778217,34.3636893244215,80.6837493386238,354.0,UNECE/US DOT FHWA
United States,USA,2013,54728.860179812,34.6246572257533,80.660889281215,358.0,UNECE/US DOT FHWA
United States,USA,2014,55665.2411187802,34.9013776562134,80.6242231779766,357.0,UNECE/US DOT FHWA
United States,USA,2015,56849.4697923159,35.1809713558577,80.5707989535091,353.0,UNECE/US DOT FHWA
United States,USA,2016,57430.8499298804,35.4584505795077,80.4976645324131,351.0,UNECE/US DOT FHWA
United States,USA,2017,58435.9707535619,35.7049975840182,80.4018678392891,343.0,UNECE/US DOT FHWA
United States,USA,2018,59817.6556798612,35.9149986553586,80.2804567987377,340.0,UNECE/US DOT FHWA
United States,USA,2019,61047.9648238812,36.1004771837305,80.1304793353594,771.0,UNECE/US DOT FHWA
United States,USA,2020,59533.609024416,36.2482649752608,79.997451762548,766.0,UNECE/US DOT FHWA
United States,USA,2021,63096.7856149746,36.3053370239915,80.0074765140272,774.0,UNECE/US DOT FHWA
United States,USA,2022,64322.2332819139,36.5126236687503,80.0324978239707,772.0,UNECE/US DOT FHWA
United States,USA,2023,65667.281580468,36.8142112202129,80.071561119178,770.0,UNECE/US DOT FHWA
United States,USA,2024,66856.5131698371,,80.1247798047184,,
